Timestamp_S,X,Y,Z
4.64576,0.043134,-0.161694,0.990210
4.64626,0.047268,-0.161382,0.991926
4.64676,0.049764,-0.164502,0.991458
4.64726,0.049140,-0.162084,0.993564
4.64776,0.049452,-0.160602,0.994344
4.64826,0.051324,-0.158652,0.991068
4.64876,0.054132,-0.160680,0.991848
4.64926,0.048672,-0.165516,0.991380
4.64976,0.050388,-0.163878,0.989976
4.65026,0.050856,-0.165828,0.987558
4.65076,0.049998,-0.165282,0.993876
4.65126,0.051090,-0.160758,0.992784
4.65176,0.050076,-0.163254,0.989040
4.65226,0.050778,-0.166998,0.989898
