TotalSeconds	OD-TurningStrainRaw0	OD-TurningStrainRaw1
33.8384119	6934421	8874450
33.8409119	6934534	8874651
33.8434119	6934626	8874832
33.8459119	6934675	8874965
33.8484119	6934670	8875030
33.8509119	6934608	8875015
33.8534119	6934498	8874923
33.8559119	6934365	8874774
33.8584119	6934238	8874598
33.8609119	6934145	8874428
33.8634119	6934108	8874298
33.8659119	6934139	8874233
33.8684119	6934237	8874243
33.8709119	6934389	8874325
33.8734119	6934575	8874463
33.8759119	6934773	8874632
33.8784119	6934960	8874807
33.8809119	6935117	8874962
33.8834119	6935230	8875078
33.8859119	6935294	8875149
33.8884119	6935314	8875182
33.8909119	6935303	8875192
33.8934119	6935282	8875203
33.8959119	6935274	8875244
33.8984119	6935303	8875338
33.9009119	6935390	8875504
33.9034119	6935551	8875747
33.9059119	6935787	8876060
33.9079382	6936086	8876417
33.9104382	6936417	8876780
33.9129382	6936738	8877098
33.9154382	6936999	8877324
33.9179382	6937156	8877420
33.9204382	6937173	8877367
33.9229382	6937046	8877171
33.9254382	6936798	8876871
33.9279382	6936480	8876525
33.9304382	6936161	8876204
33.9329382	6935915	8875974
33.9354382	6935797	8875881
33.9379382	6935834	8875937
33.9404382	6936009	8876118
33.9429382	6936270	8876365
33.9454382	6936543	8876605
33.9479382	6936754	8876771
33.9504382	6936851	8876816
33.9529382	6936814	8876732
33.9554382	6936668	8876550
33.9579382	6936468	8876331
33.9604382	6936287	8876145
33.9629382	6936188	8876056
33.9654382	6936206	8876094
33.9679382	6936340	8876252
33.9704382	6936555	8876492
33.9729382	6936794	8876752
33.9754382	6936998	8876972
33.9779382	6937122	8877105
33.9804382	6937147	8877138
33.9829382	6937086	8877083
33.9854382	6936965	8876973
33.9879382	6936822	8876848
33.9904382	6936694	8876743
33.9929382	6936600	8876676
33.9954382	6936549	8876652
33.9979382	6936541	8876664
34.0004382	6936572	8876705
34.0029382	6936641	8876772
34.0054382	6936748	8876867
34.0079382	6936888	8876990
34.0104382	6937048	8877137
34.0129382	6937207	8877290
34.0154382	6937334	8877422
34.0179382	6937394	8877498
34.0204382	6937361	8877488
34.0229382	6937223	8877375
34.0254382	6936988	8877162
34.0279382	6936684	8876873
34.0304382	6936358	8876552
34.0329382	6936061	8876248
34.0354382	6935837	8876004
34.0379382	6935710	8875844
34.0404382	6935682	8875770
34.0429382	6935733	8875764
34.0454382	6935830	8875795
34.0474646	6935934	8875833
34.0499646	6936017	8875858
34.0524646	6936059	8875858
34.0549646	6936056	8875835
34.0574646	6936015	8875799
34.0599646	6935952	8875761
34.0624646	6935879	8875730
34.0649646	6935799	8875702
34.0674646	6935709	8875663
34.0699646	6935597	8875596
34.0724646	6935453	8875487
34.0749646	6935270	8875327
34.0774646	6935058	8875122
34.0799646	6934838	8874895
34.0824646	6934643	8874679
34.0849646	6934503	8874508
34.0874646	6934439	8874405
34.0899646	6934453	8874376
34.0924646	6934529	8874410
34.0949646	6934637	8874480
34.0974646	6934741	8874554
34.0999646	6934812	8874602
34.1024646	6934835	8874611
34.1049646	6934810	8874581
34.1074646	6934746	8874525
34.1099646	6934655	8874456
34.1124646	6934550	8874387
34.1149646	6934442	8874328
34.1174646	6934341	8874285
34.1199646	6934251	8874257
34.1224646	6934181	8874241
34.1249646	6934139	8874242
34.1274646	6934132	8874260
34.1299646	6934159	8874294
34.1324646	6934213	8874340
34.1349646	6934284	8874389
34.1374646	6934361	8874434
34.1399646	6934440	8874478
34.1424646	6934527	8874528
34.1449646	6934634	8874603
34.1474646	6934777	8874721
34.1499646	6934961	8874891
34.1524646	6935182	8875108
34.1549646	6935420	8875351
34.1574646	6935644	8875585
34.1599646	6935828	8875776
34.1624646	6935949	8875900
34.1649646	6936003	8875946
34.1674646	6935998	8875925
34.1699646	6935956	8875857
34.1724646	6935896	8875769
34.1749646	6935834	8875681
34.1774646	6935774	8875601
34.1799646	6935713	8875529
34.1824646	6935644	8875457
34.1849646	6935562	8875382
34.1869605	6935472	8875306
34.1894605	6935384	8875235
34.1919605	6935313	8875179
34.1944605	6935262	8875136
34.1969605	6935219	8875089
34.1994605	6935167	8875018
34.2019605	6935088	8874903
34.2044605	6934979	8874742
34.2069605	6934862	8874562
34.2094605	6934785	8874416
34.2119605	6934812	8874376
34.2144605	6934999	8874500
34.2169605	6935369	8874810
34.2194605	6935894	8875276
34.2219605	6936498	8875814
34.2244605	6937073	8876308
34.2269605	6937512	8876641
34.2294605	6937734	8876727
34.2319605	6937715	8876541
34.2344605	6937491	8876118
34.2369605	6937133	8875537
34.2394605	6936727	8874894
34.2419605	6936348	8874270
34.2444605	6936037	8873716
34.2469605	6935805	8873248
34.2494605	6935636	8872854
34.2519605	6935510	8872514
34.2544605	6935416	8872215
34.2569605	6935361	8871959
34.2594605	6935365	8871761
34.2619605	6935443	8871633
34.2644605	6935599	8871575
34.2669605	6935819	8871570
34.2694605	6936069	8871582
34.2719605	6936302	8871567
34.2744605	6936477	8871488
34.2769605	6936566	8871321
34.2794605	6936561	8871067
34.2819605	6936476	8870745
34.2844605	6936340	8870387
34.2869605	6936184	8870028
34.2894605	6936038	8869698
34.2919605	6935922	8869413
34.2944605	6935846	8869181
34.2969605	6935814	8869002
34.2994605	6935829	8868879
34.3019605	6935896	8868814
34.3044605	6936021	8868810
34.3069605	6936203	8868865
34.3094605	6936430	8868963
34.3119605	6936677	8869075
34.3144605	6936905	8869161
34.3169605	6937073	8869179
34.3194605	6937149	8869098
34.3219605	6937117	8868905
34.3244605	6936990	8868615
34.3264868	6936799	8868262
34.3289868	6936588	8867890
34.3314868	6936395	8867536
34.3339868	6936243	8867226
34.3364868	6936132	8866961
34.3389868	6936043	8866728
34.3414868	6935957	8866512
34.3439868	6935863	8866308
34.3464868	6935769	8866128
34.3489868	6935708	8866006
34.3514868	6935724	8865985
34.3539868	6935862	8866103
34.3564868	6936141	8866372
34.3589868	6936546	8866767
34.3614868	6937028	8867230
34.3639868	6937507	8867675
34.3664868	6937900	8868016
34.3689868	6938142	8868189
34.3714868	6938199	8868162
34.3739868	6938081	8867956
34.3764868	6937838	8867624
34.3789868	6937540	8867246
34.3814868	6937261	8866902
34.3839868	6937059	8866654
34.3864868	6936960	8866531
34.3889868	6936961	8866534
34.3914868	6937033	8866635
34.3939868	6937132	8866791
34.3964868	6937219	8866959
34.3989868	6937264	8867106
34.4014868	6937257	8867214
34.4039868	6937206	8867277
34.4064868	6937132	8867305
34.4089868	6937059	8867311
34.4114868	6937006	8867304
34.4139868	6936982	8867289
34.4164868	6936989	8867267
34.4189868	6937017	8867237
34.4214868	6937056	8867191
34.4239868	6937091	8867128
34.4264868	6937119	8867051
34.4289868	6937142	8866969
34.4314868	6937168	8866896
34.4339868	6937208	8866849
34.4364868	6937272	8866839
34.4389868	6937361	8866870
34.4414868	6937470	8866938
34.4439868	6937587	8867032
34.4464868	6937700	8867136
34.4489868	6937796	8867234
34.4514868	6937867	8867314
34.4539868	6937910	8867369
34.4564868	6937924	8867393
34.4589868	6937908	8867385
34.4614868	6937861	8867347
34.4639868	6937786	8867279
34.4660132	6937682	8867186
34.4685132	6937552	8867071
34.4710132	6937394	8866932
34.4735132	6937208	8866769
34.4760132	6936998	8866583
34.4785132	6936777	8866381
34.4810132	6936567	8866180
34.4835132	6936401	8866010
34.4860132	6936319	8865906
34.4885132	6936358	8865905
34.4910132	6936538	8866024
34.4935132	6936848	8866256
34.4960132	6937247	8866564
34.4985132	6937671	8866894
34.5010132	6938048	8867183
34.5035132	6938318	8867383
34.5060132	6938443	8867466
34.5085132	6938428	8867440
34.5110132	6938303	8867338
34.5135132	6938113	8867200
34.5160132	6937902	8867058
34.5185132	6937697	8866927
34.5210132	6937503	8866800
34.5235132	6937313	8866659
34.5260132	6937113	8866487
34.5285132	6936894	8866277
34.5310132	6936665	8866044
34.5335132	6936445	8865816
34.5360132	6936255	8865625
34.5385132	6936108	8865492
34.5410132	6936005	8865421
34.5435132	6935935	8865402
34.5460132	6935881	8865412
34.5485132	6935828	8865432
34.5510132	6935771	8865451
34.5535132	6935716	8865468
34.5560132	6935678	8865494
34.5585132	6935672	8865537
34.5610132	6935704	8865600
34.5635132	6935766	8865673
34.5660132	6935836	8865732
34.5685132	6935883	8865748
34.5710132	6935880	8865697
34.5735132	6935809	8865564
34.5760132	6935671	8865355
34.5785132	6935482	8865092
34.5810132	6935273	8864809
34.5835132	6935081	8864546
34.5860132	6934935	8864337
34.5885132	6934853	8864202
34.5910132	6934839	8864149
34.5935132	6934885	8864172
34.5960132	6934976	8864258
34.5985132	6935097	8864389
34.6010132	6935234	8864549
34.6035132	6935379	8864726
34.6055396	6935526	8864909
34.6080396	6935673	8865092
34.6105396	6935814	8865266
34.6130396	6935937	8865416
34.6155396	6936020	8865519
34.6180396	6936042	8865554
34.6205396	6935984	8865500
34.6230396	6935840	8865354
34.6255396	6935625	8865131
34.6280396	6935375	8864873
34.6305396	6935144	8864635
34.6330396	6934986	8864477
34.6355396	6934943	8864438
34.6380396	6935031	8864533
34.6405396	6935234	8864742
34.6430396	6935512	8865020
34.6455396	6935809	8865309
34.6480396	6936070	8865554
34.6505396	6936262	8865727
34.6530396	6936374	8865824
34.6555396	6936417	8865862
34.6580396	6936409	8865867
34.6605396	6936367	8865856
34.6630396	6936291	8865829
34.6655396	6936168	8865767
34.6680396	6935976	8865642
34.6705396	6935698	8865430
34.6730396	6935332	8865126
34.6755396	6934904	8864751
34.6780396	6934466	8864352
34.6805396	6934080	8863990
34.6830396	6933810	8863726
34.6855396	6933704	8863607
34.6880396	6933777	8863645
34.6905396	6934011	8863823
34.6930396	6934359	8864096
34.6955396	6934756	8864408
34.6980396	6935138	8864702
34.7005396	6935454	8864936
34.7030396	6935677	8865090
34.7055396	6935801	8865164
34.7080396	6935844	8865171
34.7105396	6935828	8865131
34.7130396	6935775	8865060
34.7155396	6935695	8864964
34.7180396	6935591	8864844
34.7205396	6935461	8864701
34.7230396	6935304	8864543
34.7255396	6935129	8864384
34.7280396	6934949	8864242
34.7305396	6934778	8864131
34.7330396	6934627	8864057
34.7355396	6934501	8864014
34.7380396	6934395	8863985
34.7405396	6934301	8863948
34.7430396	6934209	8863886
34.7450659	6934115	8863792
34.7475659	6934020	8863673
34.7500659	6933932	8863546
34.7525659	6933865	8863436
34.7550659	6933826	8863362
34.7575659	6933818	8863336
34.7600659	6933845	8863363
34.7625659	6933911	8863447
34.7650659	6934031	8863596
34.7675659	6934225	8863823
34.7700659	6934513	8864145
34.7725659	6934910	8864570
34.7750659	6935406	8865088
34.7775659	6935963	8865661
34.7800659	6936517	8866225
34.7825659	6936984	8866701
34.7850659	6937291	8867015
34.7875659	6937391	8867121
34.7900659	6937279	8867015
34.7925659	6937000	8866741
34.7950659	6936638	8866384
34.7975659	6936294	8866044
34.8000659	6936055	8865809
34.8025659	6935980	8865736
34.8050659	6936079	8865833
34.8075659	6936320	8866070
34.8100659	6936640	8866380
34.8125659	6936963	8866688
34.8150659	6937220	8866924
34.8175659	6937367	8867044
34.8200659	6937387	8867030
34.8225659	6937285	8866884
34.8250659	6937082	8866630
34.8275659	6936812	8866301
34.8300659	6936505	8865934
34.8325659	6936190	8865562
34.8350659	6935896	8865221
34.8375659	6935646	8864943
34.8400659	6935464	8864755
34.8425659	6935366	8864676
34.8450659	6935359	8864709
34.8475659	6935439	8864846
34.8500659	6935594	8865064
34.8525659	6935805	8865333
34.8550659	6936043	8865620
34.8575659	6936281	8865891
34.8600659	6936494	8866122
34.8625659	6936666	8866298
34.8650659	6936783	8866411
34.8675659	6936841	8866461
34.8700659	6936842	8866453
34.8725659	6936788	8866393
34.8750659	6936687	8866287
34.8775659	6936548	8866144
34.8800659	6936386	8865975
34.8825659	6936222	8865802
34.8845923	6936084	8865649
34.8870923	6935994	8865537
34.8895923	6935967	8865482
34.8920923	6936007	8865491
34.8945923	6936106	8865562
34.8970923	6936238	8865679
34.8995923	6936368	8865815
34.9020923	6936463	8865943
34.9045923	6936503	8866045
34.9070923	6936484	8866112
34.9095923	6936410	8866137
34.9120923	6936289	8866115
34.9145923	6936127	8866042
34.9170923	6935928	8865918
34.9195923	6935689	8865739
34.9220923	6935407	8865508
34.9245923	6935095	8865244
34.9270923	6934783	8864981
34.9295923	6934520	8864764
34.9320923	6934353	8864633
34.9345923	6934321	8864620
34.9370923	6934442	8864733
34.9395923	6934702	8864956
34.9420923	6935059	8865250
34.9445923	6935452	8865563
34.9470923	6935823	8865842
34.9495923	6936130	8866054
34.9520923	6936351	8866180
34.9545923	6936480	8866220
34.9570923	6936526	8866182
34.9595923	6936508	8866089
34.9620923	6936448	8865965
34.9645923	6936363	8865829
34.9670923	6936269	8865699
34.9695923	6936186	8865592
34.9720923	6936136	8865521
34.9745923	6936131	8865494
34.9770923	6936172	8865505
34.9795923	6936243	8865537
34.9820923	6936317	8865566
34.9845923	6936364	8865570
34.9870923	6936365	8865539
34.9895923	6936314	8865478
34.9920923	6936228	8865404
34.9945923	6936134	8865346
34.9970923	6936061	8865324
34.9995923	6936026	8865349
35.0020923	6936031	8865412
35.0045923	6936060	8865489
35.0070923	6936092	8865553
35.0095923	6936108	8865584
35.0120923	6936103	8865578
35.0145923	6936086	8865547
35.0170923	6936077	8865517
35.0195923	6936101	8865516
35.0220923	6936169	8865562
35.0240881	6936277	8865655
35.0265881	6936405	8865776
35.0290881	6936520	8865893
35.0315881	6936582	8865966
35.0340881	6936560	8865961
35.0365881	6936445	8865866
35.0390881	6936253	8865697
35.0415881	6936034	8865498
35.0440881	6935857	8865341
35.0465881	6935799	8865300
35.0490881	6935919	8865436
35.0515881	6936235	8865767
35.0540881	6936715	8866260
35.0565881	6937273	8866833
35.0590881	6937791	8867367
35.0615881	6938144	8867743
35.0640881	6938244	8867871
35.0665881	6938058	8867721
35.0690881	6937627	8867332
35.0715881	6937048	8866795
35.0740881	6936440	8866221
35.0765881	6935915	8865712
35.0790881	6935542	8865331
35.0815881	6935338	8865091
35.0840881	6935273	8864966
35.0865881	6935289	8864910
35.0890881	6935331	8864882
35.0915881	6935366	8864866
35.0940881	6935388	8864871
35.0965881	6935417	8864922
35.0990881	6935482	8865047
35.1015881	6935609	8865259
35.1040881	6935807	8865553
35.1065881	6936061	8865897
35.1090881	6936338	8866246
35.1115881	6936604	8866559
35.1140881	6936823	8866803
35.1165881	6936971	8866958
35.1190881	6937033	8867018
35.1215881	6937007	8866990
35.1240881	6936903	8866888
35.1265881	6936737	8866735
35.1290881	6936530	8866549
35.1315881	6936301	8866348
35.1340881	6936069	8866149
35.1365881	6935855	8865966
35.1390881	6935681	8865815
35.1415881	6935570	8865713
35.1440881	6935539	8865673
35.1465881	6935598	8865700
35.1490881	6935740	8865791
35.1515881	6935937	8865926
35.1540881	6936143	8866071
35.1565881	6936308	8866188
35.1590881	6936384	8866242
35.1615881	6936343	8866212
35.163645	6936184	8866093
35.166145	6935928	8865902
35.168645	6935617	8865667
35.171145	6935296	8865420
35.173645	6934998	8865184
35.176145	6934739	8864963
35.178645	6934520	8864756
35.181145	6934339	8864561
35.183645	6934199	8864383
35.186145	6934111	8864243
35.188645	6934100	8864172
35.191145	6934197	8864211
35.193645	6934423	8864389
35.196145	6934779	8864713
35.198645	6935241	8865160
35.201145	6935760	8865681
35.203645	6936276	8866212
35.206145	6936734	8866688
35.208645	6937088	8867057
35.211145	6937321	8867292
35.213645	6937434	8867391
35.216145	6937446	8867371
35.218645	6937381	8867262
35.221145	6937264	8867095
35.223645	6937115	8866897
35.226145	6936950	8866691
35.228645	6936775	8866488
35.231145	6936594	8866293
35.233645	6936407	8866104
35.236145	6936217	8865922
35.238645	6936031	8865750
35.241145	6935856	8865596
35.243645	6935704	8865471
35.246145	6935588	8865388
35.248645	6935517	8865354
35.251145	6935493	8865368
35.253645	6935503	8865413
35.256145	6935525	8865457
35.258645	6935522	8865458
35.261145	6935455	8865374
35.263645	6935298	8865177
35.266145	6935040	8864865
35.268645	6934699	8864463
35.271145	6934316	8864022
35.273645	6933945	8863606
35.276145	6933646	8863277
35.278645	6933467	8863082
35.281145	6933435	8863040
35.283645	6933550	8863147
35.286145	6933790	8863375
35.288645	6934116	8863685
35.291145	6934485	8864041
35.293645	6934856	8864413
35.296145	6935202	8864782
35.298645	6935506	8865138
35.301145	6935762	8865473
35.3031714	6935965	8865774
35.3056714	6936112	8866023
35.3081714	6936186	8866192
35.3106714	6936163	8866243
35.3131714	6936014	8866148
35.3156714	6935723	8865892
35.3181714	6935295	8865489
35.3206714	6934767	8864986
35.3231714	6934212	8864460
35.3256714	6933726	8864004
35.3281714	6933405	8863707
35.3306714	6933317	8863627
35.3331714	6933486	8863777
35.3356714	6933875	8864116
35.3381714	6934399	8864559
35.3406714	6934945	8865002
35.3431714	6935402	8865342
35.3456714	6935690	8865516
35.3481714	6935780	8865504
35.3506714	6935688	8865333
35.3531714	6935468	8865060
35.3556714	6935189	8864753
35.3581714	6934912	8864470
35.3606714	6934681	8864248
35.3631714	6934509	8864094
35.3656714	6934388	8863995
35.3681714	6934300	8863929
35.3706714	6934225	8863878
35.3731714	6934153	8863836
35.3756714	6934081	8863803
35.3781714	6934014	8863788
35.3806714	6933962	8863805
35.3831714	6933936	8863858
35.3856714	6933942	8863948
35.3881714	6933981	8864064
35.3906714	6934049	8864191
35.3931714	6934135	8864308
35.3956714	6934226	8864396
35.3981714	6934311	8864441
35.4006714	6934379	8864440
35.4031714	6934430	8864398
35.4056714	6934469	8864335
35.4081714	6934505	8864271
35.4106714	6934547	8864226
35.4131714	6934599	8864212
35.4156714	6934657	8864225
35.4181714	6934709	8864250
35.4206714	6934736	8864262
35.4231714	6934722	8864236
35.4256714	6934661	8864159
35.4281714	6934560	8864036
35.4306714	6934443	8863889
35.4331714	6934343	8863759
35.4356714	6934298	8863687
35.4381714	6934335	8863711
35.4406714	6934466	8863845
35.4426672	6934677	8864081
35.4451672	6934932	8864382
35.4476672	6935182	8864693
35.4501672	6935371	8864953
35.4526672	6935456	8865109
35.4551672	6935421	8865137
35.4576672	6935283	8865047
35.4601672	6935095	8864885
35.4626672	6934939	8864734
35.4651672	6934905	8864681
35.4676672	6935061	8864802
35.4701672	6935427	8865121
35.4726672	6935959	8865605
35.4751672	6936561	8866164
35.4776672	6937096	8866668
35.4801672	6937431	8866987
35.4826672	6937471	8867027
35.4851672	6937192	8866758
35.4876672	6936649	8866231
35.4901672	6935957	8865555
35.4926672	6935257	8864867
35.4951672	6934678	8864292
35.4976672	6934302	8863914
35.5001672	6934148	8863749
35.5026672	6934175	8863759
35.5051672	6934308	8863864
35.5076672	6934467	8863986
35.5101672	6934598	8864068
35.5126672	6934680	8864090
35.5151672	6934726	8864070
35.5176672	6934766	8864047
35.5201672	6934837	8864067
35.5226672	6934966	8864167
35.5251672	6935156	8864359
35.5276672	6935394	8864630
35.5301672	6935657	8864951
35.5326672	6935916	8865281
35.5351672	6936139	8865573
35.5376672	6936297	8865787
35.5401672	6936367	8865893
35.5426672	6936334	8865876
35.5451672	6936196	8865741
35.5476672	6935962	8865507
35.5501672	6935657	8865209
35.5526672	6935321	8864895
35.5551672	6935001	8864611
35.5576672	6934745	8864396
35.5601672	6934589	8864276
35.5626672	6934552	8864257
35.5651672	6934632	8864329
35.5676672	6934807	8864468
35.5701672	6935038	8864642
35.5726672	6935281	8864819
35.5751672	6935491	8864972
35.5776672	6935634	8865080
35.5801672	6935690	8865132
35.5821936	6935652	8865124
35.5846936	6935526	8865056
35.5871936	6935334	8864934
35.5896936	6935103	8864773
35.5921936	6934861	8864586
35.5946936	6934630	8864383
35.5971936	6934427	8864180
35.5996936	6934264	8863988
35.6021936	6934151	8863827
35.6046936	6934100	8863716
35.6071936	6934129	8863682
35.6096936	6934257	8863749
35.6121936	6934493	8863934
35.6146936	6934834	8864233
35.6171936	6935251	8864623
35.6196936	6935695	8865055
35.6221936	6936106	8865476
35.6246936	6936429	8865832
35.6271936	6936627	8866086
35.6296936	6936692	8866226
35.6321936	6936644	8866266
35.6346936	6936528	8866240
35.6371936	6936395	8866188
35.6396936	6936287	8866141
35.6421936	6936225	8866117
35.6446936	6936212	8866115
35.6471936	6936229	8866121
35.6496936	6936251	8866113
35.6521936	6936251	8866073
35.6546936	6936211	8865987
35.6571936	6936122	8865852
35.6596936	6935981	8865669
35.6621936	6935792	8865444
35.6646936	6935563	8865189
35.6671936	6935305	8864917
35.6696936	6935032	8864645
35.6721936	6934768	8864394
35.6746936	6934536	8864186
35.6771936	6934367	8864046
35.6796936	6934286	8863996
35.6821936	6934309	8864048
35.6846936	6934437	8864203
35.6871936	6934651	8864444
35.6896936	6934918	8864741
35.6921936	6935195	8865051
35.6946936	6935446	8865335
35.6971936	6935644	8865563
35.6996936	6935784	8865719
35.7021936	6935874	8865808
35.7046936	6935939	8865850
35.7071936	6936000	8865866
35.7096936	6936067	8865872
35.7121936	6936136	8865871
35.7146936	6936183	8865850
35.7171936	6936179	8865790
35.7196936	6936103	8865676
35.72172	6935947	8865504
35.72422	6935721	8865285
35.72672	6935445	8865034
35.72922	6935139	8864763
35.73172	6934816	8864477
35.73422	6934477	8864166
35.73672	6934123	8863825
35.73922	6933761	8863455
35.74172	6933423	8863087
35.74422	6933161	8862777
35.74672	6933042	8862597
35.74922	6933122	8862614
35.75172	6933432	8862867
35.75422	6933955	8863348
35.75672	6934626	8864001
35.75922	6935349	8864734
35.76172	6936019	8865444
35.76422	6936558	8866048
35.76672	6936927	8866498
35.76922	6937132	8866789
35.77172	6937211	8866948
35.77422	6937215	8867012
35.77672	6937184	8867016
35.77922	6937137	8866978
35.78172	6937070	8866899
35.78422	6936967	8866773
35.78672	6936821	8866598
35.78922	6936642	8866392
35.79172	6936459	8866186
35.79422	6936310	8866021
35.79672	6936232	8865931
35.79922	6936243	8865935
35.80172	6936337	8866025
35.80422	6936486	8866177
35.80672	6936649	8866354
35.80922	6936792	8866523
35.81172	6936890	8866662
35.81422	6936941	8866766
35.81672	6936960	8866848
35.81922	6936974	8866928
35.82172	6937008	8867026
35.82422	6937083	8867153
35.82672	6937202	8867308
35.82922	6937355	8867478
35.83172	6937518	8867638
35.83422	6937662	8867762
35.83672	6937756	8867826
35.83922	6937777	8867811
35.84172	6937712	8867709
35.84422	6937559	8867521
35.84672	6937333	8867258
35.84922	6937055	8866943
35.85172	6936755	8866601
35.85422	6936465	8866263
35.85672	6936207	8865953
35.85922	6936000	8865693
35.8612769	6935849	8865493
35.8637769	6935751	8865355
35.8662769	6935693	8865270
35.8687769	6935651	8865216
35.8712769	6935600	8865168
35.8737769	6935521	8865106
35.8762769	6935412	8865027
35.8787769	6935293	8864949
35.8812769	6935210	8864915
35.8837769	6935229	8864987
35.8862769	6935422	8865233
35.8887769	6935841	8865703
35.8912769	6936489	8866396
35.8937769	6937305	8867247
35.8962769	6938163	8868127
35.8987769	6938900	8868875
35.9012769	6939356	8869329
35.9037769	6939412	8869374
35.9062769	6939036	8868981
35.9087769	6938288	8868214
35.9112769	6937312	8867222
35.9137769	6936291	8866193
35.9162769	6935403	8865306
35.9187769	6934775	8864691
35.9212769	6934464	8864404
35.9237769	6934452	8864425
35.9262769	6934665	8864676
35.9287769	6935007	8865057
35.9312769	6935389	8865477
35.9337769	6935753	8865874
35.9362769	6936068	8866215
35.9387769	6936332	8866498
35.9412769	6936559	8866736
35.9437769	6936762	8866943
35.9462769	6936950	8867127
35.9487769	6937121	8867284
35.9512769	6937263	8867400
35.9537769	6937365	8867459
35.9562769	6937419	8867452
35.9587769	6937424	8867376
35.9612769	6937379	8867238
35.9637769	6937288	8867050
35.9662769	6937158	8866829
35.9687769	6936993	8866593
35.9712769	6936801	8866357
35.9737769	6936588	8866133
35.9762769	6936367	8865932
35.9787769	6936154	8865765
35.9812769	6935976	8865648
35.9837769	6935857	8865592
35.9862769	6935815	8865606
35.9887769	6935859	8865690
35.9912769	6935979	8865831
35.9937769	6936150	8866001
35.9962769	6936337	8866170
35.9987769	6936502	8866307
36.0008032	6936618	8866391
36.0033032	6936670	8866415
36.0058032	6936656	8866385
36.0083032	6936588	8866315
36.0108032	6936474	8866215
36.0133032	6936321	8866087
36.0158032	6936135	8865929
36.0183032	6935918	8865736
36.0208032	6935686	8865516
36.0233032	6935463	8865289
36.0258032	6935283	8865087
36.0283032	6935182	8864952
36.0308032	6935183	8864911
36.0333032	6935278	8864964
36.0358032	6935431	8865084
36.0383032	6935575	8865211
36.0408032	6935638	8865276
36.0433032	6935558	8865223
36.0458032	6935306	8865020
36.0483032	6934900	8864679
36.0508032	6934395	8864247
36.0533032	6933873	8863794
36.0558032	6933418	8863392
36.0583032	6933093	8863095
36.0608032	6932926	8862929
36.0633032	6932913	8862889
36.0658032	6933023	8862950
36.0683032	6933216	8863081
36.0708032	6933461	8863259
36.0733032	6933743	8863477
36.0758032	6934064	8863738
36.0783032	6934427	8864050
36.0808032	6934834	8864411
36.0833032	6935267	8864804
36.0858032	6935692	8865193
36.0883032	6936061	8865533
36.0908032	6936327	8865783
36.0933032	6936459	8865912
36.0958032	6936449	8865917
36.0983032	6936319	8865818
36.1008032	6936116	8865655
36.1033032	6935898	8865479
36.1058032	6935721	8865338
36.1083032	6935626	8865267
36.1108032	6935628	8865277
36.1133032	6935715	8865360
36.1158032	6935851	8865484
36.1183032	6935986	8865609
36.1208032	6936073	8865693
36.1233032	6936077	8865706
36.1258032	6935988	8865638
36.1283032	6935820	8865496
36.1308032	6935608	8865311
36.1333032	6935402	8865126
36.1358032	6935251	8864986
36.1383032	6935188	8864927
36.1403296	6935221	8864962
36.1428296	6935330	8865080
36.1453296	6935467	8865242
36.1478296	6935564	8865387
36.1503296	6935557	8865452
36.1528296	6935397	8865387
36.1553296	6935071	8865170
36.1578296	6934610	8864821
36.1603296	6934082	8864391
36.1628296	6933580	8863960
36.1653296	6933195	8863605
36.1678296	6932990	8863383
36.1703296	6932983	8863316
36.1728296	6933146	8863387
36.1753296	6933413	8863546
36.1778296	6933704	8863731
36.1803296	6933944	8863885
36.1828296	6934091	8863974
36.1853296	6934138	8863995
36.1878296	6934112	8863967
36.1903296	6934059	8863926
36.1928296	6934027	8863908
36.1953296	6934050	8863938
36.1978296	6934150	8864031
36.2003296	6934327	8864188
36.2028296	6934568	8864399
36.2053296	6934854	8864648
36.2078296	6935158	8864913
36.2103296	6935456	8865168
36.2128296	6935721	8865384
36.2153296	6935927	8865533
36.2178296	6936060	8865595
36.2203296	6936118	8865569
36.2228296	6936110	8865470
36.2253296	6936060	8865329
36.2278296	6935999	8865191
36.2303296	6935953	8865097
36.2328296	6935939	8865076
36.2353296	6935959	8865137
36.2378296	6936000	8865268
36.2403296	6936049	8865447
36.2428296	6936093	8865648
36.2453296	6936128	8865849
36.2478296	6936156	8866035
36.2503296	6936187	8866198
36.2528296	6936222	8866331
36.2553296	6936253	8866421
36.2578296	6936256	8866446
36.2603296	6936197	8866378
36.2628296	6936041	8866193
36.2653296	6935765	8865882
36.2678296	6935375	8865459
36.2703296	6934904	8864962
36.2728296	6934410	8864454
36.2753296	6933968	8864007
36.2778296	6933646	8863685
36.279856	6933490	8863528
36.282356	6933509	8863545
36.284856	6933677	8863708
36.287356	6933931	8863953
36.289856	6934190	8864202
36.292356	6934382	8864381
36.294856	6934461	8864443
36.297356	6934416	8864375
36.299856	6934260	8864192
36.302356	6934030	8863930
36.304856	6933766	8863637
36.307356	6933504	8863356
36.309856	6933263	8863110
36.312356	6933049	8862909
36.314856	6932863	8862749
36.317356	6932708	8862626
36.319856	6932593	8862539
36.322356	6932528	8862490
36.324856	6932526	8862485
36.327356	6932593	8862535
36.329856	6932730	8862642
36.332356	6932926	8862804
36.334856	6933167	8863017
36.337356	6933444	8863272
36.339856	6933756	8863571
36.342356	6934108	8863917
36.344856	6934502	8864308
