TotalSeconds	OD-TurningStrainRaw0	OD-TurningStrainRaw1
78.5522742	6939612	8871365
78.5543005	6939492	8871221
78.5568005	6939383	8871068
78.5593005	6939283	8870907
78.5618005	6939171	8870726
78.5643005	6939027	8870510
78.5668005	6938833	8870256
78.5693005	6938591	8869970
78.5718005	6938322	8869682
78.5743005	6938071	8869439
78.5768005	6937899	8869300
78.5793005	6937870	8869322
78.5818005	6938026	8869540
78.5843005	6938378	8869954
78.5868005	6938897	8870527
78.5893005	6939516	8871185
78.5918005	6940141	8871830
78.5943005	6940680	8872365
78.5968005	6941051	8872711
78.5993005	6941214	8872825
78.6018005	6941163	8872707
78.6043005	6940928	8872391
78.6068005	6940558	8871938
78.6093005	6940110	8871416
78.6118005	6939636	8870886
78.6143005	6939177	8870397
78.6168005	6938762	8869978
78.6193005	6938408	8869646
78.6218005	6938128	8869406
78.6243005	6937933	8869260
78.6268005	6937830	8869203
78.6293005	6937816	8869226
78.6318005	6937881	8869314
78.6343005	6938010	8869451
78.6368005	6938177	8869613
78.6393005	6938355	8869777
78.6418005	6938522	8869923
78.6443005	6938661	8870041
78.6468005	6938767	8870128
78.6493005	6938845	8870191
78.6518005	6938906	8870243
78.6543005	6938958	8870295
78.6568005	6939004	8870347
78.6593005	6939033	8870386
78.6618005	6939027	8870387
78.6643005	6938967	8870325
78.6668005	6938846	8870187
78.6693005	6938670	8869978
78.6718005	6938467	8869725
78.6743005	6938270	8869471
78.6768005	6938117	8869264
78.6793005	6938032	8869136
78.6818005	6938018	8869099
78.6843005	6938061	8869139
78.6868005	6938130	8869226
78.6893005	6938195	8869323
78.6918005	6938234	8869401
78.6937964	6938243	8869451
78.6962964	6938230	8869477
78.6987964	6938209	8869492
78.7012964	6938196	8869510
78.7037964	6938193	8869533
78.7062964	6938187	8869547
78.7087964	6938156	8869529
78.7112964	6938075	8869454
78.7137964	6937934	8869312
78.7162964	6937739	8869114
78.7187964	6937522	8868893
78.7212964	6937333	8868704
78.7237964	6937228	8868600
78.7262964	6937249	8868624
78.7287964	6937416	8868791
78.7312964	6937711	8869081
78.7337964	6938085	8869445
78.7362964	6938472	8869818
78.7387964	6938798	8870130
78.7412964	6939012	8870336
78.7437964	6939093	8870418
78.7462964	6939054	8870395
78.7487964	6938940	8870309
78.7512964	6938801	8870208
78.7537964	6938678	8870128
78.7562964	6938589	8870082
78.7587964	6938526	8870054
78.7612964	6938458	8870010
78.7637964	6938350	8869912
78.7662964	6938178	8869739
78.7687964	6937942	8869495
78.7712964	6937671	8869216
78.7737964	6937413	8868956
78.7762964	6937225	8868778
78.7787964	6937147	8868723
78.7812964	6937195	8868808
78.7837964	6937354	8869010
78.7862964	6937580	8869281
78.7887964	6937816	8869558
78.7912964	6938012	8869781
78.7937964	6938133	8869915
78.7962964	6938178	8869954
78.7987964	6938166	8869916
78.8012964	6938134	8869838
78.8037964	6938121	8869758
78.8062964	6938154	8869707
78.8087964	6938245	8869696
78.8112964	6938386	8869723
78.8137964	6938557	8869773
78.8162964	6938740	8869833
78.8187964	6938917	8869894
78.8212964	6939081	8869952
78.8237964	6939227	8870010
78.8262964	6939358	8870074
78.8287964	6939474	8870146
78.8312964	6939575	8870227
78.8333228	6939655	8870309
78.8358228	6939704	8870381
78.8383228	6939715	8870429
78.8408228	6939677	8870438
78.8433228	6939586	8870401
78.8458228	6939436	8870307
78.8483228	6939225	8870155
78.8508228	6938960	8869951
78.8533228	6938663	8869716
78.8558228	6938365	8869478
78.8583228	6938095	8869261
78.8608228	6937880	8869087
78.8633228	6937737	8868967
78.8658228	6937662	8868900
78.8683228	6937638	8868870
78.8708228	6937639	8868859
78.8733228	6937646	8868855
78.8758228	6937653	8868861
78.8783228	6937673	8868889
78.8808228	6937726	8868960
78.8833228	6937841	8869095
78.8858228	6938041	8869310
78.8883228	6938333	8869608
78.8908228	6938701	8869975
78.8933228	6939114	8870384
78.8958228	6939528	8870801
78.8983228	6939895	8871186
78.9008228	6940169	8871494
78.9033228	6940308	8871682
78.9058228	6940288	8871716
78.9083228	6940108	8871583
78.9108228	6939792	8871295
78.9133228	6939382	8870888
78.9158228	6938936	8870420
78.9183228	6938521	8869964
78.9208228	6938198	8869592
78.9233228	6938012	8869360
78.9258228	6937980	8869293
78.9283228	6938090	8869387
78.9308228	6938310	8869610
78.9333228	6938591	8869911
78.9358228	6938887	8870239
78.9383228	6939156	8870545
78.9408228	6939372	8870796
78.9433228	6939520	8870974
78.9458228	6939595	8871070
78.9483228	6939601	8871083
78.9508228	6939541	8871020
78.9533228	6939424	8870884
78.9558228	6939254	8870683
78.9583228	6939037	8870423
78.9608228	6938780	8870114
78.9633228	6938492	8869767
78.9658228	6938186	8869403
78.9683228	6937882	8869047
78.9708228	6937607	8868729
78.9728491	6937385	8868482
78.9753491	6937240	8868326
78.9778491	6937179	8868271
78.9803491	6937189	8868294
78.9828491	6937234	8868353
78.9853491	6937272	8868403
78.9878491	6937271	8868406
78.9903491	6937221	8868356
78.9928491	6937149	8868288
78.9953491	6937114	8868272
78.9978491	6937194	8868394
79.0003491	6937456	8868725
79.0028491	6937932	8869293
79.0053491	6938599	8870065
79.0078491	6939381	8870949
79.0103491	6940166	8871813
79.0128491	6940832	8872522
79.0153491	6941278	8872966
79.0178491	6941454	8873097
79.0203491	6941368	8872928
79.0228491	6941074	8872528
79.0253491	6940658	8871996
79.0278491	6940210	8871435
79.0303491	6939806	8870930
79.0328491	6939498	8870539
79.0353491	6939306	8870285
79.0378491	6939224	8870164
79.0403491	6939230	8870153
79.0428491	6939294	8870222
79.0453491	6939381	8870334
79.0478491	6939460	8870452
79.0503491	6939503	8870545
79.0528491	6939497	8870594
79.0553491	6939433	8870586
79.0578491	6939309	8870519
79.0603491	6939132	8870396
79.0628491	6938909	8870223
79.0653491	6938649	8870012
79.0678491	6938366	8869774
79.0703491	6938078	8869526
79.0728491	6937808	8869287
79.0753491	6937579	8869081
79.0778491	6937409	8868927
79.0803491	6937313	8868839
79.0828491	6937291	8868825
79.0853491	6937338	8868881
79.0878491	6937440	8868995
79.0903491	6937581	8869148
79.0928491	6937742	8869316
79.0953491	6937910	8869475
79.0978491	6938072	8869609
79.1003491	6938216	8869703
79.1028491	6938331	8869751
79.1053491	6938408	8869752
79.1078491	6938442	8869713
79.1103491	6938432	8869647
79.1123755	6938385	8869564
79.1148755	6938307	8869470
79.1173755	6938201	8869366
79.1198755	6938068	8869245
79.1223755	6937900	8869094
79.1248755	6937677	8868891
79.1273755	6937368	8868608
79.1298755	6936942	8868219
79.1323755	6936371	8867697
79.1348755	6935636	8867020
79.1373755	6934744	8866184
79.1398755	6933735	8865218
79.1423755	6932693	8864190
79.1448755	6931734	8863207
79.1473755	6930992	8862407
79.1498755	6930596	8861928
79.1523755	6930638	8861878
79.1548755	6931145	8862305
79.1573755	6932070	8863171
79.1598755	6933293	8864362
79.1623755	6934655	8865711
79.1648755	6935986	8867036
79.1673755	6937137	8868176
79.1698755	6938010	8869028
79.1723755	6938565	8869551
79.1748755	6938817	8869772
79.1773755	6938819	8869760
79.1798755	6938643	8869600
79.1823755	6938364	8869374
79.1848755	6938050	8869150
79.1873755	6937762	8868978
79.1898755	6937546	8868886
79.1923755	6937435	8868888
79.1948755	6937444	8868984
79.1973755	6937570	8869158
79.1998755	6937784	8869380
79.2023755	6938039	8869609
79.2048755	6938282	8869797
79.2073755	6938457	8869903
79.2098755	6938527	8869899
79.2123755	6938474	8869778
79.2148755	6938305	8869557
79.2173755	6938053	8869275
79.2198755	6937761	8868982
79.2223755	6937477	8868727
79.2248755	6937243	8868553
79.2273755	6937093	8868488
79.2298755	6937043	8868542
79.2323755	6937094	8868704
79.2348755	6937235	8868949
79.2373755	6937443	8869243
79.2398755	6937694	8869549
79.2423755	6937961	8869837
79.2448755	6938227	8870085
79.2473755	6938479	8870286
79.2498755	6938710	8870442
79.2518713	6938914	8870560
79.2543713	6939077	8870642
79.2568713	6939179	8870683
79.2593713	6939196	8870669
79.2618713	6939103	8870583
79.2643713	6938884	8870404
79.2668713	6938536	8870122
79.2693713	6938084	8869747
79.2718713	6937576	8869313
79.2743713	6937071	8868865
79.2768713	6936612	8868440
79.2793713	6936217	8868054
79.2818713	6935870	8867701
79.2843713	6935531	8867348
79.2868713	6935147	8866954
79.2893713	6934685	8866490
79.2918713	6934150	8865961
79.2943713	6933600	8865416
79.2968713	6933128	8864940
79.2993713	6932841	8864631
79.3018713	6932830	8864575
79.3043713	6933136	8864819
79.3068713	6933742	8865354
79.3093713	6934569	8866115
79.3118713	6935501	8867000
79.3143713	6936413	8867889
79.3168713	6937201	8868679
79.3193713	6937798	8869294
79.3218713	6938177	8869698
79.3243713	6938353	8869895
79.3268713	6938371	8869922
79.3293713	6938289	8869834
79.3318713	6938155	8869682
79.3343713	6938009	8869508
79.3368713	6937878	8869344
79.3393713	6937779	8869208
79.3418713	6937718	8869110
79.3443713	6937697	8869051
79.3468713	6937716	8869031
79.3493713	6937767	8869044
79.3518713	6937841	8869084
79.3543713	6937928	8869140
79.3568713	6938014	8869198
79.3593713	6938085	8869242
79.3618713	6938126	8869261
79.3643713	6938134	8869250
79.3668713	6938115	8869216
79.3693713	6938084	8869181
79.3718713	6938065	8869171
79.3743713	6938077	8869207
79.3768713	6938128	8869296
79.3793713	6938210	8869427
79.3818713	6938300	8869569
79.3843713	6938366	8869683
79.3868713	6938381	8869736
79.3893713	6938332	8869710
79.3913977	6938228	8869613
79.3938977	6938096	8869473
79.3963977	6937973	8869328
79.3988977	6937895	8869216
79.4013977	6937879	8869159
79.4038977	6937930	8869164
79.4063977	6938033	8869223
79.4088977	6938172	8869321
79.4113977	6938333	8869449
79.4138977	6938512	8869606
79.4163977	6938714	8869797
79.4188977	6938942	8870025
79.4213977	6939193	8870284
79.4238977	6939451	8870557
79.4263977	6939686	8870812
79.4288977	6939862	8871015
79.4313977	6939947	8871135
79.4338977	6939923	8871156
79.4363977	6939797	8871089
79.4388977	6939597	8870960
79.4413977	6939361	8870805
79.4438977	6939127	8870656
79.4463977	6938921	8870532
79.4488977	6938750	8870431
79.4513977	6938605	8870336
79.4538977	6938461	8870218
79.4563977	6938292	8870050
79.4588977	6938081	8869818
79.4613977	6937824	8869525
79.4638977	6937533	8869190
79.4663977	6937231	8868845
79.4688977	6936946	8868524
79.4713977	6936706	8868261
79.4738977	6936528	8868068
79.4763977	6936412	8867945
79.4788977	6936349	8867878
79.4813977	6936323	8867846
79.4838977	6936318	8867832
79.4863977	6936323	8867826
79.4888977	6936337	8867829
79.4913977	6936368	8867853
79.4938977	6936424	8867907
79.4963977	6936509	8867997
79.4988977	6936617	8868112
79.5013977	6936726	8868226
79.5038977	6936812	8868309
79.5063977	6936845	8868329
79.5088977	6936804	8868265
79.5113977	6936679	8868112
79.5138977	6936481	8867887
79.5163977	6936237	8867619
79.5188977	6935982	8867349
79.5213977	6935757	8867115
79.5238977	6935593	8866945
79.5263977	6935514	8866857
79.5288977	6935524	8866855
79.5309241	6935618	8866930
79.5334241	6935774	8867066
79.5359241	6935967	8867242
79.5384241	6936172	8867436
79.5409241	6936360	8867620
79.5434241	6936502	8867763
79.5459241	6936578	8867839
79.5484241	6936573	8867830
79.5509241	6936492	8867737
79.5534241	6936354	8867580
79.5559241	6936200	8867399
79.5584241	6936077	8867249
79.5609241	6936031	8867178
79.5634241	6936089	8867214
79.5659241	6936252	8867360
79.5684241	6936494	8867586
79.5709241	6936765	8867846
79.5734241	6937014	8868091
79.5759241	6937196	8868281
79.5784241	6937294	8868403
79.5809241	6937315	8868468
79.5834241	6937292	8868506
79.5859241	6937266	8868553
79.5884241	6937273	8868633
79.5909241	6937333	8868752
79.5934241	6937444	8868901
79.5959241	6937590	8869058
79.5984241	6937743	8869197
79.6009241	6937879	8869300
79.6034241	6937984	8869363
79.6059241	6938054	8869395
79.6084241	6938098	8869410
79.6109241	6938127	8869424
79.6134241	6938154	8869451
79.6159241	6938187	8869495
79.6184241	6938221	8869551
79.6209241	6938250	8869604
79.6234241	6938263	8869642
79.6259241	6938249	8869652
79.6284241	6938201	8869628
79.6309241	6938119	8869566
79.6334241	6938006	8869470
79.6359241	6937873	8869349
79.6384241	6937731	8869208
79.6409241	6937588	8869054
79.6434241	6937449	8868890
79.6459241	6937317	8868722
79.6484241	6937196	8868556
79.6509241	6937083	8868402
79.6534241	6936978	8868269
79.6559241	6936877	8868163
79.6584241	6936781	8868086
79.6609241	6936693	8868040
79.6634241	6936621	8868023
79.6659241	6936581	8868038
79.6684241	6936585	8868086
79.6704504	6936646	8868167
79.6729504	6936760	8868274
79.6754504	6936912	8868389
79.6779504	6937072	8868485
79.6804504	6937204	8868534
79.6829504	6937272	8868507
79.6854504	6937249	8868389
79.6879504	6937136	8868188
79.6904504	6936959	8867944
79.6929504	6936763	8867708
79.6954504	6936593	8867531
79.6979504	6936479	8867441
79.7004504	6936429	8867444
79.7029504	6936423	8867513
79.7054504	6936426	8867601
79.7079504	6936394	8867657
79.7104504	6936301	8867642
79.7129504	6936148	8867550
79.7154504	6935966	8867403
79.7179504	6935801	8867244
79.7204504	6935699	8867119
79.7229504	6935689	8867064
79.7254504	6935773	8867091
79.7279504	6935923	8867185
79.7304504	6936093	8867314
79.7329504	6936229	8867437
79.7354504	6936299	8867522
79.7379504	6936289	8867552
79.7404504	6936212	8867531
79.7429504	6936105	8867478
79.7454504	6936015	8867431
79.7479504	6935989	8867428
79.7504504	6936055	8867494
79.7529504	6936218	8867641
79.7554504	6936467	8867865
79.7579504	6936775	8868147
79.7604504	6937104	8868461
79.7629504	6937415	8868768
79.7654504	6937668	8869034
79.7679504	6937839	8869231
79.7704504	6937918	8869348
79.7729504	6937911	8869387
79.7754504	6937838	8869361
79.7779504	6937726	8869291
79.7804504	6937604	8869199
79.7829504	6937495	8869105
79.7854504	6937411	8869020
79.7879504	6937353	8868947
79.7904504	6937316	8868885
79.7929504	6937294	8868830
79.7954504	6937279	8868781
79.7979504	6937271	8868737
79.8004504	6937270	8868703
79.8029504	6937283	8868686
79.8054504	6937318	8868699
79.8079504	6937383	8868753
79.8099768	6937480	8868856
79.8124768	6937601	8869003
79.8149768	6937727	8869177
79.8174768	6937823	8869340
79.8199768	6937846	8869441
79.8224768	6937759	8869433
79.8249768	6937546	8869284
79.8274768	6937219	8868996
79.8299768	6936826	8868606
79.8324768	6936446	8868190
79.8349768	6936172	8867843
79.8374768	6936084	8867653
79.8399768	6936225	8867679
79.8424768	6936584	8867925
79.8449768	6937095	8868339
79.8474768	6937656	8868830
79.8499768	6938157	8869291
79.8524768	6938507	8869628
79.8549768	6938656	8869784
79.8574768	6938606	8869750
79.8599768	6938394	8869559
79.8624768	6938078	8869261
79.8649768	6937707	8868907
79.8674768	6937311	8868528
79.8699768	6936897	8868135
79.8724768	6936459	8867726
79.8749768	6935996	8867296
79.8774768	6935522	8866862
79.8799768	6935077	8866459
79.8824768	6934716	8866139
79.8849768	6934492	8865951
79.8874768	6934432	8865925
79.8899768	6934529	8866055
79.8924768	6934736	8866295
79.8949768	6934980	8866568
79.8974768	6935181	8866793
79.8999768	6935285	8866908
79.9024768	6935277	8866891
79.9049768	6935187	8866768
79.9074768	6935078	8866605
79.9099768	6935023	8866480
79.9124768	6935080	8866463
79.9149768	6935270	8866590
79.9174768	6935577	8866854
79.9199768	6935944	8867205
79.9224768	6936300	8867570
79.9249768	6936580	8867874
79.9274768	6936738	8868061
79.9299768	6936762	8868105
79.9324768	6936668	8868015
79.9349768	6936490	8867823
79.9374768	6936273	8867578
79.9399768	6936056	8867327
79.9424768	6935872	8867110
79.9449768	6935740	8866954
79.9474768	6935672	8866870
79.9494727	6935671	8866864
79.9519727	6935731	8866927
79.9544727	6935841	8867048
79.9569727	6935978	8867203
79.9594727	6936114	8867363
79.9619727	6936214	8867490
79.9644727	6936253	8867556
79.9669727	6936219	8867543
79.9694727	6936121	8867459
79.9719727	6935991	8867331
79.9744727	6935879	8867210
79.9769727	6935843	8867156
79.9794727	6935933	8867218
79.9819727	6936171	8867422
79.9844727	6936551	8867758
79.9869727	6937027	8868183
79.9894727	6937528	8868626
79.9919727	6937971	8869009
79.9944727	6938280	8869259
79.9969727	6938406	8869335
79.9994727	6938334	8869227
80.0019727	6938085	8868957
80.0044727	6937709	8868575
80.0069727	6937269	8868141
80.0094727	6936824	8867711
80.0119727	6936419	8867329
80.0144727	6936074	8867018
80.0169727	6935792	8866784
80.0194727	6935563	8866624
80.0219727	6935384	8866531
80.0244727	6935255	8866503
80.0269727	6935190	8866540
80.0294727	6935211	8866648
80.0319727	6935342	8866837
80.0344727	6935593	8867105
80.0369727	6935953	8867438
80.0394727	6936391	8867809
80.0419727	6936862	8868186
80.0444727	6937313	8868533
80.0469727	6937698	8868823
80.0494727	6937989	8869044
80.0519727	6938178	8869199
80.0544727	6938276	8869303
80.0569727	6938305	8869374
80.0594727	6938289	8869428
80.0619727	6938249	8869471
80.0644727	6938194	8869498
80.0669727	6938127	8869497
80.0694727	6938040	8869452
80.0719727	6937927	8869350
80.0744727	6937778	8869182
80.0769727	6937590	8868949
80.0794727	6937367	8868662
80.0819727	6937117	8868342
80.0844727	6936862	8868020
80.0869727	6936629	8867734
80.088999	6936447	8867521
80.091499	6936341	8867405
80.093999	6936321	8867394
80.096499	6936382	8867476
80.098999	6936506	8867619
80.101499	6936655	8867780
80.103999	6936786	8867910
80.106499	6936868	8867981
80.108999	6936892	8867991
80.111499	6936868	8867963
80.113999	6936820	8867933
80.116499	6936771	8867938
80.118999	6936740	8867998
80.121499	6936723	8868109
80.123999	6936701	8868241
80.126499	6936646	8868351
80.128999	6936535	8868396
80.131499	6936363	8868352
80.133999	6936144	8868218
80.136499	6935909	8868015
80.138999	6935695	8867783
80.141499	6935539	8867563
80.143999	6935464	8867393
80.146499	6935473	8867294
80.148999	6935555	8867272
80.151499	6935692	8867319
80.153999	6935861	8867421
80.156499	6936041	8867557
80.158999	6936208	8867700
80.161499	6936339	8867828
80.163999	6936422	8867924
80.166499	6936449	8867982
80.168999	6936421	8868001
80.171499	6936353	8867992
80.173999	6936275	8867981
80.176499	6936221	8867994
80.178999	6936224	8868051
80.181499	6936297	8868163
80.183999	6936439	8868321
80.186499	6936623	8868503
80.188999	6936811	8868676
80.191499	6936957	8868801
80.193999	6937024	8868848
80.196499	6936988	8868796
80.198999	6936846	8868640
80.201499	6936613	8868391
80.203999	6936322	8868076
80.206499	6936014	8867733
80.208999	6935738	8867407
80.211499	6935535	8867142
80.213999	6935438	8866973
80.216499	6935464	8866922
80.218999	6935611	8866994
80.221499	6935862	8867174
80.223999	6936185	8867435
80.226499	6936542	8867742
80.2284949	6936896	8868061
80.2309949	6937213	8868356
80.2334949	6937466	8868602
80.2359949	6937635	8868775
80.2384949	6937706	8868856
80.2409949	6937677	8868842
80.2434949	6937562	8868743
80.2459949	6937396	8868590
80.2484949	6937230	8868434
80.2509949	6937131	8868342
80.2534949	6937163	8868383
80.2559949	6937372	8868603
80.2584949	6937764	8869011
80.2609949	6938302	8869572
80.2634949	6938912	8870209
80.2659949	6939500	8870829
80.2684949	6939975	8871339
80.2709949	6940270	8871668
80.2734949	6940359	8871787
80.2759949	6940256	8871706
80.2784949	6940001	8871463
80.2809949	6939649	8871108
80.2834949	6939250	8870687
80.2859949	6938843	8870240
80.2884949	6938453	8869793
80.2909949	6938093	8869367
80.2934949	6937772	8868979
80.2959949	6937500	8868650
80.2984949	6937287	8868397
80.3009949	6937138	8868235
80.3034949	6937052	8868160
80.3059949	6937016	8868158
80.3084949	6937014	8868205
80.3109949	6937025	8868274
80.3134949	6937035	8868341
80.3159949	6937038	8868397
80.3184949	6937040	8868444
80.3209949	6937054	8868495
80.3234949	6937095	8868563
80.3259949	6937176	8868662
80.3284949	6937308	8868798
80.3309949	6937492	8868971
80.3334949	6937722	8869172
80.3359949	6937983	8869388
80.3384949	6938258	8869603
80.3409949	6938525	8869803
80.3434949	6938759	8869972
80.3459949	6938935	8870093
80.3484949	6939032	8870150
80.3509949	6939037	8870129
80.3534949	6938946	8870024
80.3559949	6938765	8869831
80.3584949	6938509	8869558
80.3609949	6938202	8869219
80.3634949	6937873	8868844
80.3659949	6937552	8868463
80.3680212	6937262	8868110
80.3705212	6937022	8867814
80.3730212	6936838	8867592
80.3755212	6936708	8867453
80.3780212	6936618	8867387
80.3805212	6936549	8867374
80.3830212	6936487	8867390
80.3855212	6936423	8867419
80.3880212	6936360	8867450
80.3905212	6936313	8867491
80.3930212	6936311	8867560
80.3955212	6936384	8867685
80.3980212	6936553	8867887
80.4005212	6936824	8868171
80.4030212	6937178	8868521
80.4055212	6937577	8868902
80.4080212	6937972	8869270
80.4105212	6938313	8869580
80.4130212	6938558	8869799
80.4155212	6938693	8869917
80.4180212	6938725	8869946
80.4205212	6938684	8869915
80.4230212	6938612	8869865
80.4255212	6938553	8869831
80.4280212	6938537	8869836
80.4305212	6938580	8869882
80.4330212	6938673	8869954
80.4355212	6938791	8870026
80.4380212	6938897	8870063
80.4405212	6938954	8870037
80.4430212	6938929	8869931
80.4455212	6938807	8869742
80.4480212	6938592	8869487
80.4505212	6938311	8869198
80.4530212	6937998	8868908
80.4555212	6937693	8868654
80.4580212	6937432	8868457
80.4605212	6937234	8868328
80.4630212	6937103	8868257
80.4655212	6937027	8868226
80.4680212	6936988	8868212
80.4705212	6936967	8868196
80.4730212	6936950	8868164
80.4755212	6936934	8868115
80.4780212	6936921	8868059
80.4805212	6936920	8868010
80.4830212	6936938	8867979
80.4855212	6936980	8867976
80.4880212	6937047	8868009
80.4905212	6937141	8868082
80.4930212	6937260	8868193
80.4955212	6937399	8868339
80.4980212	6937550	8868514
80.5005212	6937704	8868710
80.5030212	6937856	8868922
80.5055212	6938000	8869144
80.5075171	6938132	8869366
80.5100171	6938247	8869575
80.5125171	6938336	8869747
80.5150171	6938388	8869858
80.5175171	6938389	8869884
80.5200171	6938323	8869799
80.5225171	6938171	8869587
80.5250171	6937926	8869253
80.5275171	6937600	8868823
80.5300171	6937223	8868349
80.5325171	6936848	8867900
80.5350171	6936543	8867555
80.5375171	6936375	8867388
80.5400171	6936394	8867447
80.5425171	6936615	8867738
80.5450171	6937013	8868224
80.5475171	6937525	8868828
80.5500171	6938063	8869448
80.5525171	6938532	8869976
80.5550171	6938853	8870325
80.5575171	6938979	8870445
80.5600171	6938906	8870335
80.5625171	6938666	8870036
80.5650171	6938319	8869619
80.5675171	6937933	8869166
80.5700171	6937572	8868751
80.5725171	6937285	8868429
80.5750171	6937095	8868223
80.5775171	6937002	8868130
80.5800171	6936991	8868130
80.5825171	6937039	8868199
80.5850171	6937126	8868313
80.5875171	6937234	8868457
80.5900171	6937353	8868620
80.5925171	6937478	8868801
80.5950171	6937614	8869001
80.5975171	6937764	8869221
80.6000171	6937935	8869461
80.6025171	6938129	8869716
80.6050171	6938342	8869975
80.6075171	6938562	8870219
80.6100171	6938767	8870424
80.6125171	6938929	8870562
80.6150171	6939025	8870608
80.6175171	6939038	8870550
80.6200171	6938962	8870388
80.6225171	6938804	8870137
80.6250171	6938583	8869820
80.6275171	6938319	8869471
80.6300171	6938033	8869116
80.6325171	6937739	8868772
80.6350171	6937447	8868451
80.6375171	6937160	8868155
80.6400171	6936884	8867887
80.6425171	6936628	8867652
80.6450171	6936405	8867459
80.6470435	6936230	8867321
80.6495435	6936114	8867244
80.6520435	6936056	8867222
80.6545435	6936040	8867235
80.6570435	6936043	8867251
80.6595435	6936038	8867241
80.6620435	6936002	8867184
80.6645435	6935924	8867073
80.6670435	6935815	8866929
80.6695435	6935704	8866792
80.6720435	6935634	8866714
80.6745435	6935654	8866746
80.6770435	6935808	8866931
80.6795435	6936128	8867291
80.6820435	6936621	8867820
80.6845435	6937264	8868484
80.6870435	6938004	8869222
80.6895435	6938770	8869962
80.6920435	6939480	8870627
80.6945435	6940061	8871155
80.6970435	6940460	8871502
80.6995435	6940662	8871666
80.7020435	6940688	8871674
80.7045435	6940586	8871578
80.7070435	6940416	8871439
80.7095435	6940231	8871308
80.7120435	6940061	8871212
80.7145435	6939908	8871148
80.7170435	6939746	8871084
80.7195435	6939536	8870972
80.7220435	6939243	8870770
80.7245435	6938854	8870455
80.7270435	6938387	8870038
80.7295435	6937884	8869558
80.7320435	6937406	8869073
80.7345435	6937016	8868651
80.7370435	6936758	8868344
80.7395435	6936648	8868179
80.7420435	6936676	8868156
80.7445435	6936804	8868247
80.7470435	6936981	8868406
80.7495435	6937151	8868575
80.7520435	6937265	8868699
80.7545435	6937288	8868733
80.7570435	6937204	8868654
80.7595435	6937016	8868456
80.7620435	6936746	8868162
80.7645435	6936430	8867811
80.7670435	6936116	8867461
80.7695435	6935854	8867173
80.7720435	6935690	8867002
80.7745435	6935653	8866982
80.7770435	6935751	8867120
80.7795435	6935964	8867392
80.7820435	6936253	8867749
80.7845435	6936572	8868133
80.7865698	6936874	8868487
80.7890698	6937124	8868772
80.7915698	6937310	8868970
80.7940698	6937432	8869091
80.7965698	6937504	8869158
80.7990698	6937542	8869197
80.8015698	6937564	8869238
80.8040698	6937586	8869303
80.8065698	6937619	8869401
80.8090698	6937679	8869539
80.8115698	6937783	8869717
80.8140698	6937945	8869936
80.8165698	6938172	8870186
80.8190698	6938453	8870449
80.8215698	6938763	8870701
80.8240698	6939058	8870907
80.8265698	6939289	8871034
80.8290698	6939415	8871055
80.8315698	6939406	8870955
80.8340698	6939265	8870744
80.8365698	6939024	8870457
80.8390698	6938733	8870138
80.8415698	6938455	8869841
80.8440698	6938247	8869613
80.8465698	6938146	8869482
80.8490698	6938169	8869460
80.8515698	6938298	8869530
80.8540698	6938496	8869661
80.8565698	6938712	8869814
80.8590698	6938897	8869951
80.8615698	6939016	8870048
80.8640698	6939047	8870089
80.8665698	6938995	8870080
80.8690698	6938881	8870035
80.8715698	6938738	8869978
80.8740698	6938598	8869928
80.8765698	6938491	8869903
80.8790698	6938431	8869913
80.8815698	6938419	8869953
80.8840698	6938444	8870014
80.8865698	6938484	8870076
80.8890698	6938516	8870119
80.8915698	6938518	8870124
80.8940698	6938476	8870078
80.8965698	6938384	8869978
80.8990698	6938247	8869828
80.9015698	6938079	8869645
80.9040698	6937900	8869446
80.9065698	6937725	8869251
80.9090698	6937563	8869069
80.9115698	6937415	8868902
80.9140698	6937275	8868745
80.9165698	6937133	8868586
80.9190698	6936979	8868416
80.9215698	6936810	8868231
80.9240698	6936631	8868034
80.9262793	6936455	8867837
80.9287793	6936295	8867656
80.9312793	6936164	8867509
80.9337793	6936071	8867407
80.9362793	6936014	8867356
80.9387793	6935984	8867347
80.9412793	6935960	8867363
80.9437793	6935926	8867381
80.9462793	6935872	8867384
80.9487793	6935797	8867358
80.9512793	6935703	8867294
80.9537793	6935590	8867189
80.9562793	6935463	8867045
80.9587793	6935318	8866864
80.9612793	6935150	8866654
80.9637793	6934955	8866420
80.9662793	6934737	8866178
80.9687793	6934517	8865950
80.9712793	6934328	8865766
80.9737793	6934205	8865655
80.9762793	6934182	8865641
80.9787793	6934277	8865738
80.9812793	6934493	8865943
80.9837793	6934810	8866241
80.9862793	6935197	8866607
80.9887793	6935621	8867015
80.9912793	6936053	8867446
80.9937793	6936474	8867883
80.9962793	6936866	8868310
80.9987793	6937213	8868709
81.0012793	6937500	8869055
81.0037793	6937708	8869321
81.0062793	6937819	8869476
81.0087793	6937823	8869498
81.0112793	6937726	8869386
81.0137793	6937556	8869164
81.0162793	6937352	8868872
81.0187793	6937158	8868564
81.0212793	6937012	8868288
81.0237793	6936935	8868080
81.0262793	6936932	8867958
81.0287793	6936995	8867922
81.0312793	6937112	8867961
81.0337793	6937266	8868062
81.0362793	6937447	8868211
81.0387793	6937643	8868396
81.0412793	6937843	8868605
81.0437793	6938032	8868823
